player_id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_23_xp,gw_23_prob_of_appearing,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
708,Gravenberch,11,LIV,3,MID,5.0,0.5,1.5,24,100.0,Available,0.1,129,152,2.04887,0.76905,2.34302,0.76905,2.31623,0.76905,0.0,0.0,2.38599,0.76905,2.22316,0.76905,2.30574,0.76905,2.34407,0.76905,2.42021,0.76905,2.31133,0.76905,2.36129,0.76905,2.3207,0.76905,2.30067,0.76905,2.33346,0.76905,2.24401,0.76905,2.39813,0.76905
726,Chambers,11,LIV,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,41,1.24516,0.0,1.94653,0.0,1.53948,0.0,0.0,0.0,1.96481,0.0,1.78992,0.0,1.19861,0.0,1.50101,0.0,1.46958,0.0,2.036,0.0,1.42435,0.0,1.76384,0.0,1.63056,0.0,1.44121,0.0,1.51272,0.0,1.37306,0.0
728,Scanlon,11,LIV,2,DEF,3.9,0.0,0.0,0,,Available,0.0,29,27,1.21764,0.00504,1.90273,0.00504,1.51626,0.00504,0.0,0.0,1.81616,0.00504,1.18773,0.00504,1.48914,0.00504,1.45751,0.00504,1.99207,0.00504,1.41272,0.00504,1.82887,0.00504,1.62682,0.00504,1.42953,0.00504,1.50081,0.00504,1.40789,0.00504,1.74903,0.00504
743,Nyoni,11,LIV,3,MID,4.5,0.0,0.0,0,,Available,0.0,1,2,1.26574,0.01071,1.3736,0.01071,1.33437,0.01071,0.0,0.0,1.35337,0.01071,1.2781,0.01071,1.31627,0.01071,1.33399,0.01071,1.36919,0.01071,1.31886,0.01071,1.34195,0.01071,1.32319,0.01071,1.31393,0.01071,1.32909,0.01071,1.28774,0.01071,1.35898,0.01071
756,Pitaluga,11,LIV,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
757,Bradley,11,LIV,2,DEF,4.0,14.5,14.5,29,,Available,0.7,60455,576,2.34079,0.44972,3.33594,0.44972,2.56572,0.44972,0.0,0.0,2.92628,0.44972,1.79742,0.44972,2.294,0.44972,2.2419,0.44972,3.12258,0.44972,2.16811,0.44972,2.8537,0.44972,2.52083,0.44972,2.19579,0.44972,2.31323,0.44972,2.16014,0.44972,2.72217,0.44972
782,Beck,11,LIV,2,DEF,4.5,0.5,1.0,1,0.0,Unavailable,0.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Gordon,11,LIV,3,MID,4.5,0.5,1.0,1,,Available,0.0,17,4,1.16405,0.24866,1.27052,0.24866,1.26871,0.24866,0.0,0.0,1.30976,0.24866,1.25436,0.24866,1.28246,0.24866,1.2955,0.24866,1.32141,0.24866,1.28436,0.24866,1.30136,0.24866,1.28755,0.24866,1.28073,0.24866,1.29189,0.24866,1.26145,0.24866,1.31389,0.24866
21,Sambi,12,LUT,3,MID,4.9,3.5,2.8,22,100.0,Available,0.0,129,20,2.25375,0.91761,2.46411,0.91761,2.46226,0.91761,0.0,0.0,2.33877,0.91761,2.28965,0.91761,2.49199,0.91761,2.31048,0.91761,2.21372,0.91761,2.52796,0.91761,2.14505,0.91761,2.41684,0.91761,2.33021,0.91761,2.47659,0.91761,2.32494,0.91761,2.52889,0.91761
52,Nakamba,12,LUT,3,MID,4.4,0.0,1.6,21,0.0,Injured,0.6,14,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Adebayo,12,LUT,4,FWD,4.8,9.5,3.3,69,,Available,1.3,27898,2013,3.21717,0.94056,3.24959,0.94056,3.05865,0.94056,0.0,0.0,2.98865,0.94056,2.76158,0.94056,3.46072,0.94056,3.0543,0.94056,2.65272,0.94056,2.89396,0.94056,2.71123,0.94056,2.88701,0.94056,2.99007,0.94056,3.04245,0.94056,3.03677,0.94056,3.41548,0.94056
315,Andersen,12,LUT,2,DEF,3.9,0.0,1.9,15,0.0,Injured,0.7,24,687,1.21215,0.01,2.00974,0.30603,1.6906,0.36724,0.0,0.0,1.61589,0.38764,1.74436,0.39988,1.86498,0.39988,1.36295,0.39988,1.25753,0.39988,1.78874,0.39988,1.17157,0.39988,1.75234,0.39988,1.75092,0.39988,1.86476,0.39988,1.46333,0.39988,1.84955,0.39988
316,Bell,12,LUT,2,DEF,3.9,4.0,1.9,30,100.0,Available,3.2,4415,1447,1.87413,0.9351,2.84865,0.9351,2.50844,0.9351,0.0,0.0,2.44741,0.9351,2.60955,0.9351,2.752,0.9351,2.15912,0.9351,2.03463,0.9351,2.66196,0.9351,1.93312,0.9351,2.61898,0.9351,2.61729,0.9351,2.75174,0.9351,2.27768,0.9351,2.73377,0.9351
317,Berry,12,LUT,3,MID,4.6,1.0,1.0,4,100.0,Available,0.0,16,10,1.48133,0.41537,1.66176,0.41537,1.70938,0.41537,0.0,0.0,1.68642,0.41537,1.68466,0.41537,1.81466,0.41537,1.69805,0.41537,1.63588,0.41537,1.83776,0.41537,1.59177,0.41537,1.76638,0.41537,1.71072,0.41537,1.80476,0.41537,1.70733,0.41537,1.83836,0.41537
318,Burke,12,LUT,2,DEF,4.0,3.0,2.1,19,100.0,Available,0.1,260,47,1.51671,0.88755,2.40251,0.88755,2.04672,0.88755,0.0,0.0,1.96953,0.88755,2.1239,0.88755,2.26138,0.88755,1.68918,0.88755,1.56902,0.88755,2.17448,0.88755,1.47106,0.88755,2.133,0.88755,2.13137,0.88755,2.26113,0.88755,1.8036,0.88755,2.24378,0.88755
319,Campbell,12,LUT,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,2,2.26571,0.0,2.33293,0.0,2.45915,0.0,0.0,0.0,2.21585,0.0,2.36487,0.0,2.32408,0.0,2.54046,0.0,2.33058,0.0,2.23162,0.0,2.55329,0.0,2.16167,0.0,2.45788,0.0,2.39772,0.0,2.50489,0.0,2.32021,0.0
320,Clark,12,LUT,3,MID,4.8,2.0,1.1,8,100.0,Available,0.0,24,5,1.81056,0.65177,1.94443,0.65177,1.92306,0.65177,0.0,0.0,1.8192,0.65177,1.77376,0.65177,1.9257,0.65177,1.78941,0.65177,1.71675,0.65177,1.95271,0.65177,1.66518,0.65177,1.86927,0.65177,1.80422,0.65177,1.91414,0.65177,1.80026,0.65177,1.95341,0.65177
321,Doughty,12,LUT,2,DEF,4.5,5.5,3.5,69,100.0,Available,4.5,12008,2860,2.50754,0.91567,3.81304,0.91567,3.23454,0.91567,0.0,0.0,3.13929,0.91567,3.37405,0.91567,3.58018,0.91567,2.72225,0.91567,2.5421,0.91567,3.4499,0.91567,2.39521,0.91567,3.38769,0.91567,3.38525,0.91567,3.57981,0.91567,2.89381,0.91567,3.5538,0.91567
322,Freeman,12,LUT,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Macey,12,LUT,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.2,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,McAtee,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.4,0,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Mendes,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Morris,12,LUT,4,FWD,5.0,6.0,3.6,75,,Available,1.9,3411,2637,3.22632,0.94074,3.37806,0.94074,3.26758,0.94074,0.0,0.0,3.24068,0.94074,3.03319,0.94074,3.80205,0.94074,3.3551,0.94074,2.91347,0.94074,3.17877,0.94074,2.97781,0.94074,3.17113,0.94074,3.28447,0.94074,3.34206,0.94074,3.33582,0.94074,3.7523,0.94074
327,Muskwe,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,15,1.4086,0.0,1.49272,0.0,1.57759,0.0,0.0,0.0,1.43172,0.0,1.54483,0.0,1.49682,0.0,1.74178,0.0,1.44805,0.0,1.45695,0.0,1.58255,0.0,1.39058,0.0,1.47569,0.0,1.48844,0.0,1.61298,0.0,1.50792,0.0
328,Ogbene,12,LUT,4,FWD,4.9,5.0,2.3,46,100.0,Available,0.1,377,121,3.61089,0.89949,3.6444,0.89949,3.4085,0.89949,0.0,0.0,3.27045,0.89949,3.00258,0.89949,3.7949,0.89949,3.33431,0.89949,2.87921,0.89949,3.1526,0.89949,2.94551,0.89949,3.14472,0.89949,3.26152,0.89949,3.32088,0.89949,3.31444,0.89949,3.74363,0.89949
329,Onyedinma,12,LUT,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Osho,12,LUT,2,DEF,4.4,4.5,2.6,29,100.0,Available,0.0,315,77,2.01011,0.88812,3.05968,0.88812,2.67399,0.88812,0.0,0.0,2.59253,0.88812,2.76987,0.88812,2.92547,0.88812,2.27787,0.88812,2.14188,0.88812,2.82712,0.88812,2.03101,0.88812,2.78017,0.88812,2.77832,0.88812,2.92518,0.88812,2.40736,0.88812,2.90555,0.88812
331,Pepple,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Pereira,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,7,1.38802,0.0,1.41939,0.0,1.47828,0.0,0.0,0.0,1.36475,0.0,1.43429,0.0,1.41526,0.0,1.51623,0.0,1.41829,0.0,1.37211,0.0,1.52222,0.0,1.33946,0.0,1.47769,0.0,1.44962,0.0,1.49963,0.0,1.41345,0.0
333,Potts,12,LUT,2,DEF,3.9,0.0,0.0,0,100.0,Available,0.1,114,40,0.94893,0.0353,1.68213,0.0353,1.37833,0.0353,0.0,0.0,1.30721,0.0353,1.42951,0.0353,1.54434,0.0353,1.06642,0.0353,0.96606,0.0353,1.47176,0.0353,0.88424,0.0353,1.43711,0.0353,1.43575,0.0353,1.54412,0.0353,1.16198,0.0353,1.52964,0.0353
334,Rea,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Shea,12,LUT,1,GKP,4.3,0.0,0.0,0,,Available,0.1,19,23,3.10476,0.00201,3.39511,0.00201,3.45196,0.00201,0.0,0.0,3.28116,0.00201,3.3023,0.00201,3.50637,0.00201,3.27995,0.00201,3.22304,0.00201,3.31319,0.00201,2.85708,0.00201,3.17022,0.00201,3.41191,0.00201,3.45878,0.00201,3.06728,0.00201,3.64403,0.00201
336,Taylor,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Thorpe,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Walton,12,LUT,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Watson,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.1,0,27,1.38806,0.0,1.41943,0.0,1.47835,0.0,0.0,0.0,1.36478,0.0,1.43434,0.0,1.4153,0.0,1.5163,0.0,1.41834,0.0,1.37215,0.0,1.52229,0.0,1.33949,0.0,1.47775,0.0,1.44967,0.0,1.49969,0.0,1.41349,0.0
340,Woodrow,12,LUT,4,FWD,4.3,0.5,1.0,9,100.0,Available,0.6,376,506,1.3654,0.49288,1.44846,0.49288,1.42729,0.49288,0.0,0.0,1.42598,0.49288,1.35399,0.49288,1.69148,0.49288,1.49529,0.49288,1.30143,0.49288,1.41789,0.49288,1.32968,0.49288,1.41453,0.49288,1.46429,0.49288,1.48957,0.49288,1.48683,0.49288,1.66964,0.49288
393,Mengi,12,LUT,2,DEF,4.0,1.0,1.9,28,75.0,Doubtful,1.9,132,4052,1.82773,0.49292,2.75399,0.65466,2.40035,0.72993,0.0,0.0,2.33109,0.76226,2.48021,0.76226,2.62023,0.76226,2.03747,0.76226,1.9151,0.76226,2.53173,0.76226,1.81532,0.76226,2.48948,0.76226,2.48782,0.76226,2.61998,0.76226,2.154,0.76226,2.60231,0.76226
553,Giles,12,LUT,2,DEF,4.2,0.0,1.0,11,0.0,Unavailable,0.1,9,149,1.78661,0.0,2.71314,0.0,2.34058,0.0,0.0,0.0,2.25336,0.0,2.40334,0.0,2.54415,0.0,1.97605,0.0,1.835,0.0,2.45515,0.0,1.69309,0.0,2.40106,0.0,2.41099,0.0,2.5439,0.0,2.07526,0.0,2.52613,0.0
575,Lockyer,12,LUT,2,DEF,4.2,0.0,1.6,23,0.0,Injured,0.1,7,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Mpanzu,12,LUT,3,MID,4.7,0.5,1.5,25,,Available,0.0,17,18,1.99172,0.61437,2.21189,0.61437,2.23472,0.61437,0.0,0.0,2.16797,0.61437,2.16211,0.61437,2.32708,0.61437,2.1791,0.61437,2.1002,0.61437,2.35641,0.61437,2.04422,0.61437,2.26581,0.61437,2.19518,0.61437,2.31453,0.61437,2.19088,0.61437,2.35717,0.61437
586,Chong,12,LUT,3,MID,4.7,1.0,1.5,25,,Available,0.1,44,51,1.75223,0.80308,1.98219,0.80308,2.04455,0.80308,0.0,0.0,2.00229,0.80308,1.99346,0.80308,2.1575,0.80308,2.01035,0.80308,1.93191,0.80308,2.18666,0.80308,1.87624,0.80308,2.09658,0.80308,2.02635,0.80308,2.14502,0.80308,2.02207,0.80308,2.18742,0.80308
602,Kaboré,12,LUT,2,DEF,4.0,0.0,1.7,25,75.0,Doubtful,3.2,105,2743,1.56656,0.4986,2.45971,0.81168,2.12509,0.86862,0.0,0.0,2.04089,0.89075,2.18568,0.89075,2.32164,0.89075,1.7558,0.89075,1.63699,0.89075,2.23571,0.89075,1.54011,0.89075,2.19468,0.89075,2.19307,0.89075,2.32139,0.89075,1.86895,0.89075,2.30424,0.89075
614,Kaminski,12,LUT,1,GKP,4.5,5.5,2.6,54,,Available,0.4,549,388,3.37972,0.94938,3.6861,0.94938,3.74609,0.94938,0.0,0.0,3.56585,0.94938,3.58817,0.94938,3.8035,0.94938,3.56458,0.94938,3.50453,0.94938,3.59966,0.94938,3.11836,0.94938,3.44879,0.94938,3.70382,0.94938,3.75328,0.94938,3.34017,0.94938,3.94876,0.94938
630,Barkley,12,LUT,3,MID,4.9,4.0,3.1,49,100.0,Available,0.3,1907,758,3.27083,0.93595,3.55714,0.93595,3.50556,0.93595,0.0,0.0,3.31184,0.93595,3.22916,0.93595,3.54879,0.93595,3.26207,0.93595,3.10922,0.93595,3.60561,0.93595,3.00075,0.93595,3.43008,0.93595,3.29324,0.93595,3.52447,0.93595,3.28491,0.93595,3.60709,0.93595
631,Brown,12,LUT,4,FWD,4.9,0.0,2.1,38,50.0,Doubtful,0.1,16,270,2.5341,0.29675,2.65025,0.61264,2.56669,0.80562,0.0,0.0,2.53779,0.86811,2.38148,0.89404,2.98977,0.89404,2.63616,0.89404,2.28677,0.89404,2.49666,0.89404,2.33768,0.89404,2.49061,0.89404,2.58028,0.89404,2.62585,0.89404,2.62091,0.89404,2.95041,0.89404
648,Francis-Clarke,12,LUT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Krul,12,LUT,1,GKP,4.4,0.0,0.0,0,,Available,0.0,31,18,3.11661,0.06,3.40818,0.06,3.46526,0.06,0.0,0.0,3.29374,0.06,3.31498,0.06,3.5199,0.06,3.29254,0.06,3.23538,0.06,3.32591,0.06,2.86789,0.06,3.18234,0.06,3.42505,0.06,3.47211,0.06,3.07897,0.06,3.65814,0.06
682,Johnson,12,LUT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,39,33,1.13586,0.00129,1.9137,0.00129,1.5914,0.00129,0.0,0.0,1.51596,0.00129,1.64569,0.00129,1.76752,0.00129,1.2605,0.00129,1.15403,0.00129,1.69052,0.00129,1.06723,0.00129,1.65376,0.00129,1.65232,0.00129,1.76729,0.00129,1.36188,0.00129,1.75193,0.00129
727,Townsend,12,LUT,3,MID,5.0,1.5,3.2,42,,Available,0.2,183,789,2.5667,0.87198,2.88418,0.87198,2.94835,0.87198,0.0,0.0,2.86154,0.87198,2.84659,0.87198,3.0947,0.87198,2.87214,0.87198,2.7535,0.87198,3.13879,0.87198,2.6693,0.87198,3.00255,0.87198,2.89633,0.87198,3.07582,0.87198,2.88987,0.87198,3.13994,0.87198
729,Luker,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Nelson,12,LUT,3,MID,4.5,0.0,0.0,0,,Available,0.0,14,4,1.28219,0.0143,1.36919,0.0143,1.36662,0.0143,0.0,0.0,1.31645,0.0143,1.29864,0.0143,1.38631,0.0143,1.30767,0.0143,1.26574,0.0143,1.40189,0.0143,1.23599,0.0143,1.35375,0.0143,1.31622,0.0143,1.37964,0.0143,1.31393,0.0143,1.4023,0.0143
798,Hashioka,12,LUT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,13,0,1.36243,0.33673,2.19439,0.33673,1.84967,0.33673,0.0,0.0,1.76897,0.33673,1.90773,0.33673,2.03803,0.33673,1.49574,0.33673,1.38187,0.33673,1.95568,0.33673,1.28902,0.33673,1.91636,0.33673,1.91482,0.33673,2.03779,0.33673,1.60418,0.33673,2.02135,0.33673
341,Akanji,13,MCI,2,DEF,4.9,0.0,3.3,49,100.0,Available,4.2,468,4456,3.22113,0.6226,3.90964,0.6226,6.76054,0.6226,3.53654,0.6226,3.55133,0.6226,2.27496,0.6226,2.97943,0.6226,3.20744,0.6226,3.39585,0.6226,3.6632,0.6226,4.1333,0.6226,2.86944,0.6226,3.8599,0.6226,3.7242,0.6226,3.47716,0.6226,3.69467,0.6226
342,Aké,13,MCI,2,DEF,5.0,1.5,3.4,57,100.0,Available,6.2,4703,5726,3.42171,0.88047,4.2127,0.88047,7.35888,0.88047,3.93111,0.88047,3.94771,0.88047,2.51509,0.88047,3.3058,0.88047,3.56173,0.88047,3.7732,0.88047,4.07328,0.88047,4.60092,0.88047,3.18235,0.88047,4.29405,0.88047,4.14175,0.88047,3.86446,0.88047,4.1086,0.88047
343,J.Alvarez,13,MCI,4,FWD,6.9,7.5,5.3,112,,Available,34.3,38471,67495,4.78153,0.94116,4.98823,0.94116,9.06538,0.94116,4.55875,0.94116,4.6396,0.94116,4.10233,0.94116,4.55106,0.94116,4.2147,0.94116,4.58155,0.94116,4.26757,0.94116,5.50627,0.94116,4.77915,0.94116,4.58738,0.94116,4.68158,0.94116,4.68547,0.94116,4.81886,0.94116
344,Bernardo,13,MCI,3,MID,6.5,4.0,5.2,89,100.0,Available,5.5,4018,26395,3.83374,0.78196,4.03803,0.78196,7.74848,0.78196,3.82992,0.78196,3.97108,0.78196,3.47607,0.78196,3.69734,0.78196,3.67455,0.78196,3.73882,0.78196,3.65635,0.78196,3.80357,0.78196,3.69815,0.78196,3.90974,0.78196,3.93572,0.78196,3.77,0.78196,3.92459,0.78196
345,Bobb,13,MCI,3,MID,4.4,4.0,2.9,20,,Available,0.1,380,265,1.74471,0.38849,1.77955,0.38849,3.33465,0.38849,1.63083,0.38849,1.6785,0.38849,1.51133,0.38849,1.58606,0.38849,1.57836,0.38849,1.60006,0.38849,1.57221,0.38849,1.62193,0.38849,1.58633,0.38849,1.65779,0.38849,1.66656,0.38849,1.61059,0.38849,1.6628,0.38849
346,Cancelo,13,MCI,2,DEF,5.8,0.0,0.0,0,0.0,Unavailable,1.0,0,58,3.5228,0.0,4.47254,0.0,7.23065,0.0,3.49178,0.0,2.30287,0.0,3.10342,0.0,3.6629,0.0,3.66189,0.0,3.9373,0.0,4.31129,0.0,3.06007,0.0,3.93792,0.0,4.23794,0.0,4.14652,0.0,4.22848,0.0,3.90049,0.0
347,Carson,13,MCI,1,GKP,3.9,0.0,0.0,0,,Available,0.1,9,47,2.94966,0.002,3.18427,0.002,6.04445,0.002,3.10764,0.002,3.17836,0.002,3.12959,0.002,3.11807,0.002,2.85201,0.002,3.03016,0.002,3.04851,0.002,3.02657,0.002,3.02911,0.002,3.12386,0.002,2.97958,0.002,3.00625,0.002,3.27944,0.002
348,Charles,13,MCI,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,De Bruyne,13,MCI,3,MID,10.7,9.5,6.7,20,100.0,Available,26.7,112221,3726,3.83757,0.94384,4.10032,0.94384,7.87918,0.94384,3.90081,0.94384,4.06605,0.94384,3.48657,0.94384,3.7456,0.94384,3.71892,0.94384,3.79415,0.94384,3.69762,0.94384,3.86995,0.94384,3.74655,0.94384,3.99424,0.94384,4.02465,0.94384,3.83066,0.94384,4.01163,0.94384
350,Rúben,13,MCI,2,DEF,5.5,0.5,2.2,37,100.0,Available,6.5,1449,5287,3.14729,0.65932,3.8323,0.65932,6.82028,0.65932,3.56297,0.65932,3.57677,0.65932,2.38537,0.65932,3.04294,0.65932,3.25578,0.65932,3.43165,0.65932,3.6812,0.65932,4.12,0.65932,2.94028,0.65932,3.8648,0.65932,3.73814,0.65932,3.50754,0.65932,3.71057,0.65932
352,Ederson M.,13,MCI,1,GKP,5.5,1.0,2.8,56,100.0,Available,15.2,3628,9173,3.63166,0.94932,3.95808,0.94932,7.46523,0.94932,3.85146,0.94932,3.94985,0.94932,3.882,0.94932,3.86597,0.94932,3.49579,0.94932,3.74365,0.94932,3.76918,0.94932,3.73866,0.94932,3.7422,0.94932,3.87403,0.94932,3.67328,0.94932,3.71039,0.94932,4.09049,0.94932
353,Foden,13,MCI,3,MID,8.0,4.0,5.0,104,,Available,27.9,12317,54728,4.73554,0.94123,4.95494,0.94123,9.42604,0.94123,4.69898,0.94123,4.88315,0.94123,4.2373,0.94123,4.52599,0.94123,4.49626,0.94123,4.58011,0.94123,4.47252,0.94123,4.66459,0.94123,4.52705,0.94123,4.80311,0.94123,4.83701,0.94123,4.6208,0.94123,4.8225,0.94123
354,Grealish,13,MCI,3,MID,7.2,0.5,3.1,40,100.0,Available,1.8,194,1837,3.40955,0.887,3.76949,0.887,7.46562,0.887,3.77038,0.887,3.92215,0.887,3.38992,0.887,3.62783,0.887,3.60333,0.887,3.67243,0.887,3.58376,0.887,3.74204,0.887,3.6287,0.887,3.85619,0.887,3.88413,0.887,3.70596,0.887,3.87217,0.887
355,Haaland,13,MCI,4,FWD,14.0,0.5,7.1,113,100.0,Available,56.0,187361,6825,5.52725,0.87092,6.17171,0.87092,11.62672,0.87092,6.048,0.87092,6.16787,0.87092,5.37131,0.87092,6.03661,0.87092,5.5379,0.87092,6.0818,0.87092,5.6163,0.87092,7.45283,0.87092,6.37478,0.87092,6.09045,0.87092,6.23012,0.87092,6.23588,0.87092,6.43365,0.87092
356,Kovačić,13,MCI,3,MID,4.7,1.5,1.7,27,100.0,Available,0.4,43,114,2.33861,0.87548,2.53556,0.87548,5.0327,0.87548,2.5523,0.87548,2.63065,0.87548,2.35591,0.87548,2.47872,0.87548,2.46607,0.87548,2.50174,0.87548,2.45597,0.87548,2.53767,0.87548,2.47916,0.87548,2.5966,0.87548,2.61102,0.87548,2.51905,0.87548,2.60485,0.87548
357,Laporte,13,MCI,2,DEF,4.9,0.0,1.0,1,0.0,Unavailable,0.1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
