ID,Name,Team,Pos,Price,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
393,Mengi,LUT,DEF,3.9,2.69283,0.79762,2.14785,2.365,0.79762,1.88636,0.0,0.0,0.0,2.30811,0.79762,1.84098,2.47733,0.79762,1.97596,2.63419,0.79762,2.10107,2.05763,0.79762,1.6412,1.93656,0.79762,1.54463,2.52477,0.79762,2.0138,1.83785,0.79762,1.4659,2.50483,0.79762,1.99789,2.4694,0.79762,1.96963,2.63393,0.79762,2.10087,2.16945,0.79762,1.73039,2.58469,0.79762,2.06159,4.15533,0.79762,3.31436
394,Pellistri,MUN,MID,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,R.Varane,MUN,DEF,4.9,2.23321,0.74901,1.67269,2.36091,0.74901,1.76834,2.85232,0.74901,2.13641,1.96559,0.74901,1.47224,2.93835,0.74901,2.20085,3.1418,0.74901,2.35323,2.49325,0.74901,1.86746,2.1171,0.74901,1.58572,2.2974,0.74901,1.72077,2.68398,0.74901,2.01032,2.67168,0.74901,2.00111,3.02002,0.74901,2.26202,2.76939,0.74901,2.07429,2.46206,0.74901,1.8441,2.303,0.74901,1.72497,0.0,0.0,0.0
396,Rashford,MUN,MID,8.4,4.10561,0.93158,3.82469,4.50913,0.93158,4.2006,4.87118,0.93158,4.53788,4.0007,0.93158,3.72696,4.8153,0.93158,4.48582,4.75606,0.93158,4.43064,4.5586,0.93158,4.24668,4.28704,0.93158,3.9937,4.46567,0.93158,4.16011,4.56857,0.93158,4.25598,4.83803,0.93158,4.507,4.78108,0.93158,4.45394,4.35596,0.93158,4.05792,4.37825,0.93158,4.07868,4.37678,0.93158,4.07731,0.0,0.0,0.0
397,Sancho,MUN,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Shaw,MUN,DEF,5.2,2.17369,0.6539,1.42137,2.28354,0.6539,1.4932,2.81474,0.6539,1.84055,1.83082,0.6539,1.19717,2.90716,0.6539,1.90098,3.13226,0.6539,2.04817,2.41466,0.6539,1.57894,1.99847,0.6539,1.30679,2.19797,0.6539,1.43724,2.6257,0.6539,1.71694,2.6121,0.6539,1.70804,2.99752,0.6539,1.96007,2.7202,0.6539,1.77873,2.38016,0.6539,1.55638,2.20416,0.6539,1.4413,0.0,0.0,0.0
399,Shoretire,MUN,FWD,4.4,1.29475,2e-05,3e-05,1.34793,2e-05,3e-05,1.55659,2e-05,3e-05,1.22618,2e-05,3e-05,1.3814,2e-05,3e-05,1.40356,2e-05,3e-05,1.27523,2e-05,3e-05,1.27509,2e-05,3e-05,1.34097,2e-05,3e-05,1.32786,2e-05,3e-05,1.45548,2e-05,3e-05,1.47415,2e-05,3e-05,1.24978,2e-05,3e-05,1.2356,2e-05,3e-05,1.31396,2e-05,3e-05,0.0,0.0,0.0
400,Van de Beek,MUN,MID,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Wan-Bissaka,MUN,DEF,4.4,2.35857,0.23703,0.55905,2.47025,0.48935,1.20883,2.9723,0.64992,1.93177,2.00312,0.72607,1.4544,3.03621,0.76287,2.31622,3.25227,0.76287,2.48105,2.5635,0.76287,1.95561,2.16403,0.76287,1.65087,2.35551,0.76287,1.79694,2.76606,0.76287,2.11014,2.753,0.76287,2.10018,3.12294,0.76287,2.38239,2.85677,0.76287,2.17933,2.53039,0.76287,1.93035,2.36146,0.76287,1.80148,0.0,0.0,0.0
402,Almirón,NEW,MID,6.2,3.67213,0.94123,3.45631,4.01317,0.94123,3.77731,3.46617,0.94123,3.26246,3.94041,0.94123,3.70882,3.65688,0.94123,3.44196,3.71112,0.94123,3.493,3.96965,0.94123,3.73634,4.07253,0.94123,3.83318,3.82065,0.94123,3.5961,3.86466,0.94123,3.63753,3.80134,0.94123,3.57792,4.02593,0.94123,3.78931,3.8197,0.94123,3.5952,3.86885,0.94123,3.64147,3.87056,0.94123,3.64307,0.0,0.0,0.0
403,Anderson,NEW,MID,4.2,1.68403,0.01,0.01684,1.76096,0.74041,1.30384,1.55279,0.83845,1.30193,1.69244,0.85845,1.45287,1.58385,0.85845,1.35965,1.60206,0.86758,1.38992,1.68884,0.86758,1.46521,1.72337,0.86758,1.49517,1.63883,0.86758,1.42181,1.6536,0.86758,1.43463,1.63234,0.86758,1.41619,1.70773,0.86758,1.4816,1.6385,0.86758,1.42154,1.65501,0.86758,1.43585,1.65558,0.86758,1.43635,0.0,0.0,0.0
404,Ashby,NEW,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Botman,NEW,DEF,4.5,3.11659,0.92925,2.89608,3.12001,0.92925,2.89926,2.32696,0.92925,2.16232,3.26101,0.92925,3.03028,2.46043,0.92925,2.28634,3.25385,0.92925,3.02363,3.27967,0.92925,3.04762,3.45937,0.92925,3.21461,3.10126,0.92925,2.88183,2.92984,0.92925,2.72254,2.7463,0.92925,2.55199,3.70684,0.92925,3.44457,3.43326,0.92925,3.19035,2.82055,0.92925,2.62099,2.91796,0.92925,2.71151,0.0,0.0,0.0
406,Bruno G.,NEW,MID,5.8,3.98689,0.94089,3.75122,4.27503,0.94089,4.02233,3.65071,0.94089,3.43491,4.09389,0.94089,3.8519,3.74734,0.94089,3.52583,3.80386,0.94089,3.57901,4.07328,0.94089,3.83251,4.1805,0.94089,3.93339,3.91801,0.94089,3.68641,3.96387,0.94089,3.72957,3.89788,0.94089,3.66747,4.13193,0.94089,3.88769,3.91701,0.94089,3.68547,3.96824,0.94089,3.73367,3.97001,0.94089,3.73534,0.0,0.0,0.0
407,Burn,NEW,DEF,4.4,3.33036,0.93216,3.10441,3.33094,0.93216,3.10496,2.45106,0.93216,2.28477,3.48885,0.93216,3.25216,2.60898,0.93216,2.43198,3.48424,0.93216,3.24786,3.51272,0.93216,3.27441,3.71096,0.93216,3.4592,3.31591,0.93216,3.09095,3.12681,0.93216,2.91468,2.92433,0.93216,2.72594,3.98395,0.93216,3.71367,3.68216,0.93216,3.43235,3.00625,0.93216,2.8023,3.11371,0.93216,2.90246,0.0,0.0,0.0
408,Darlow,NEW,GK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Dubravka,NEW,GK,4.2,3.43147,0.94,3.22558,3.35429,0.94,3.15304,3.26582,0.94,3.06987,3.26564,0.94,3.06971,3.12233,0.94,2.93499,3.34486,0.94,3.14417,3.61029,0.93,3.35757,3.5009,0.1467,0.51358,3.2963,0.06885,0.22696,3.23008,0.06885,0.2224,3.46845,0.06885,0.23881,3.43742,0.06885,0.23667,3.37279,0.06885,0.23222,3.33325,0.06885,0.2295,3.23126,0.06885,0.22248,0.0,0.0,0.0
410,Fraser,NEW,MID,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Gillespie,NEW,GK,3.9,3.12386,0.002,0.00625,3.05671,0.002,0.00611,2.97973,0.002,0.00596,2.97958,0.002,0.00596,2.85488,0.002,0.00571,3.04851,0.002,0.0061,3.27944,0.002,0.00656,3.18427,0.002,0.00637,3.00625,0.002,0.00601,2.94863,0.002,0.0059,3.15603,0.002,0.00631,3.12903,0.002,0.00626,3.07281,0.002,0.00615,3.0384,0.002,0.00608,2.94966,0.002,0.0059,0.0,0.0,0.0
412,Gordon,NEW,MID,6.2,3.7021,0.63997,2.36925,4.00204,0.84122,3.36658,3.3886,0.90938,3.08151,3.85591,0.94111,3.62882,3.53732,0.94111,3.329,3.59471,0.94111,3.383,3.86828,0.94111,3.64046,3.97714,0.94111,3.74292,3.71062,0.94111,3.49209,3.75719,0.94111,3.53591,3.69018,0.94111,3.47285,3.92783,0.94111,3.6965,3.7096,0.94111,3.49113,3.76162,0.94111,3.54008,3.76342,0.94111,3.54178,0.0,0.0,0.0
413,Hayden,NEW,MID,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Hendrick,NEW,MID,4.4,1.4906,0.0,0.01931,1.50797,0.0,0.01954,1.35889,0.0,0.01761,1.43911,0.0,0.01865,1.38622,0.0,0.01796,1.40174,0.0,0.01816,1.44704,0.0,0.01875,1.48554,0.0,0.01925,1.452,0.0,0.01881,1.44357,0.0,0.0187,1.40157,0.0,0.01816,1.40584,0.0,0.01821,1.40272,0.0,0.01817,1.41646,0.0,0.01835,1.41403,0.0,0.01832,0.0,0.0,0.0
415,Isak,NEW,FWD,7.6,4.3993,0.59433,2.61463,4.29756,0.79951,3.43595,3.97026,0.8695,3.45215,4.61877,0.89798,4.14758,4.29696,0.89798,3.85859,4.20192,0.89798,3.77325,4.75699,0.89798,4.2717,4.69615,0.89798,4.21706,4.62268,0.89798,4.15109,4.61853,0.89798,4.14736,4.31995,0.89798,3.87925,4.77935,0.89798,4.29178,4.41326,0.89798,3.96304,4.67879,0.89798,4.20148,4.2975,0.89798,3.85909,0.0,0.0,0.0
416,Joelinton,NEW,MID,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51539,0.01,0.03515,3.32292,0.77038,2.55992,3.3688,0.87959,2.96315,3.37039,0.90464,3.04899,0.0,0.0,0.0
417,Krafth,NEW,DEF,4.4,2.37791,0.3428,0.81515,2.32121,0.3428,0.79571,1.68339,0.3428,0.57707,2.39444,0.3428,0.82082,1.74628,0.3428,0.59863,2.35599,0.3428,0.80764,2.37583,0.3428,0.81444,2.51393,0.3428,0.86178,2.23873,0.3428,0.76744,2.107,0.3428,0.72228,1.96596,0.3428,0.67393,2.70409,0.3428,0.92696,2.49386,0.3428,0.8549,2.02302,0.3428,0.69349,2.09788,0.3428,0.71915,0.0,0.0,0.0
418,Kuol,NEW,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Lascelles,NEW,DEF,4.1,2.64233,0.46847,1.23784,2.56882,0.62218,1.59827,1.8558,0.69538,1.29049,2.57433,0.73113,1.88218,1.88645,0.73113,1.37924,2.53353,0.73113,1.85234,2.55458,0.73113,1.86774,2.70114,0.73113,1.97489,2.40908,0.73113,1.76135,2.26928,0.73113,1.65914,2.11959,0.73113,1.5497,2.90296,0.73113,2.12245,2.67984,0.73113,1.95932,2.18015,0.73113,1.59398,2.25959,0.73113,1.65206,0.0,0.0,0.0
420,J.Lewis,NEW,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Longstaff,NEW,MID,4.8,3.83847,0.93517,3.58961,3.98561,0.93517,3.72721,3.3758,0.93517,3.15694,3.66331,0.93517,3.42581,3.33291,0.93517,3.11683,3.38098,0.93517,3.16179,3.61016,0.93517,3.37611,3.70137,0.93517,3.4614,3.47808,0.93517,3.25259,3.5171,0.93517,3.28907,3.46096,0.93517,3.23658,3.66005,0.93517,3.42276,3.47724,0.93517,3.2518,3.52081,0.93517,3.29255,3.52232,0.93517,3.29396,0.0,0.0,0.0
422,Manquillo,NEW,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,J.Murphy,NEW,MID,4.8,2.41092,0.8894,2.14427,2.50972,0.8894,2.23213,2.12943,0.8894,1.89391,2.33362,0.8894,2.07551,2.13465,0.8894,1.89855,2.16524,0.8894,1.92576,2.31107,0.8894,2.05545,2.3691,0.8894,2.10707,2.22703,0.8894,1.98071,2.25185,0.8894,2.00279,2.21613,0.8894,1.97102,2.34281,0.8894,2.08369,2.22649,0.8894,1.98023,2.25421,0.8894,2.00489,2.25517,0.8894,2.00574,0.0,0.0,0.0
424,Pope,NEW,GK,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85076,0.01,0.03851,3.72602,0.7933,2.95585,3.4927,0.89187,3.11503,3.41718,0.89187,3.04768,3.68901,0.91224,3.36524,3.65362,0.91224,3.33296,3.57993,0.94922,3.39813,3.53483,0.94922,3.35532,3.41853,0.94922,3.24493,0.0,0.0,0.0
425,Ritchie,NEW,MID,4.3,1.19836,0.19459,0.23318,1.24248,0.19459,0.24177,1.12308,0.19459,0.21853,1.20318,0.19459,0.23412,1.1409,0.19459,0.222,1.15134,0.19459,0.22403,1.20112,0.19459,0.23372,1.22092,0.19459,0.23757,1.17243,0.19459,0.22814,1.1809,0.19459,0.22979,1.16871,0.19459,0.22741,1.21195,0.19459,0.23583,1.17224,0.19459,0.2281,1.18171,0.19459,0.22994,1.18204,0.19459,0.23001,0.0,0.0,0.0
426,Saint-Maximin,NEW,MID,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Schär,NEW,DEF,5.3,4.22684,0.94122,3.9784,4.09366,0.94122,3.85304,2.96111,0.94122,2.78706,3.98857,0.94122,3.75413,2.9819,0.94122,2.80663,3.96974,0.94122,3.73641,4.00188,0.94122,3.76666,4.22562,0.94122,3.97725,3.77975,0.94122,3.55759,3.56633,0.94122,3.35671,3.33781,0.94122,3.14162,4.53372,0.94122,4.26724,4.19311,0.94122,3.94665,3.43026,0.94122,3.22864,3.55154,0.94122,3.34279,0.0,0.0,0.0
428,Targett,NEW,DEF,4.2,0.0,0.0,0.0,1.96636,0.01,0.01966,1.36465,0.20407,0.27849,1.97102,0.24489,0.48267,1.39051,0.25849,0.35944,1.93658,0.25849,0.50059,1.95435,0.26665,0.52113,2.07803,0.26665,0.55411,1.83156,0.26665,0.48839,1.71358,0.26665,0.45693,1.58726,0.26665,0.42325,2.24834,0.26665,0.59953,2.06006,0.26665,0.54932,1.63837,0.26665,0.43688,1.70541,0.26665,0.45475,0.0,0.0,0.0
429,Tonali,NEW,MID,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Trippier,NEW,DEF,6.7,4.96528,0.87149,4.3272,4.81406,0.87149,4.19541,3.3912,0.87149,2.9554,4.88644,0.87149,4.25849,3.49806,0.87149,3.04853,4.83225,0.87149,4.21127,4.87566,0.87149,4.24909,5.17785,0.87149,4.51245,4.57565,0.87149,3.98764,4.2874,0.87149,3.73643,3.97876,0.87149,3.46746,5.59398,0.87149,4.8751,5.13394,0.87149,4.47418,4.10363,0.87149,3.57628,4.26743,0.87149,3.71903,0.0,0.0,0.0
431,Watts,NEW,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Willock,NEW,MID,5.3,3.12843,0.20739,0.64879,3.31975,0.42815,1.42136,2.80203,0.56864,1.59335,3.14933,0.63554,2.00153,2.87929,0.66899,1.92622,2.92456,0.66899,1.9565,3.14038,0.66899,2.10088,3.22627,0.66899,2.15834,3.016,0.66899,2.01768,3.05274,0.66899,2.04225,2.99988,0.66899,2.00689,3.18736,0.66899,2.13231,3.0152,0.66899,2.01714,3.05624,0.66899,2.04459,3.05766,0.66899,2.04554,0.0,0.0,0.0
433,Wilson,NEW,FWD,7.8,3.74021,0.83802,3.13437,3.64773,0.83802,3.05687,3.36544,0.83802,2.8203,3.96,0.83802,3.31855,3.71383,0.83802,3.11226,3.62794,0.83802,3.04028,4.12961,0.83802,3.46068,4.07462,0.83802,3.4146,4.00822,0.83802,3.35896,4.00447,0.83802,3.35582,3.73462,0.83802,3.12968,4.14982,0.83802,3.47762,3.81895,0.83802,3.20035,4.05893,0.83802,3.40146,3.71433,0.83802,3.11267,0.0,0.0,0.0
434,B.Aguilera,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Arter,NFO,MID,4.3,1.2596,2e-05,2e-05,1.2343,2e-05,2e-05,1.16996,2e-05,2e-05,1.19823,2e-05,2e-05,1.18358,2e-05,2e-05,1.22061,2e-05,2e-05,1.22235,2e-05,2e-05,1.27007,2e-05,2e-05,1.18859,2e-05,2e-05,1.23655,2e-05,2e-05,1.19412,2e-05,2e-05,1.16096,2e-05,2e-05,1.23533,2e-05,2e-05,1.2156,2e-05,2e-05,1.2029,2e-05,2e-05,0.0,0.0,0.0
436,Aurier,NFO,DEF,4.5,2.57271,0.37579,0.9668,2.68947,0.63354,1.70389,2.2525,0.6468,1.45692,2.20526,0.6468,1.42636,2.21076,0.6468,1.42992,2.32705,0.6468,1.50514,2.88817,0.6468,1.86807,2.77545,0.6468,1.79516,2.14315,0.6468,1.38619,2.70902,0.6468,1.7522,2.34258,0.6468,1.51518,1.95788,0.6468,1.26636,2.4403,0.6468,1.57839,2.28302,0.6468,1.47666,2.81344,0.6468,1.81974,0.0,0.0,0.0
437,Awoniyi,NFO,FWD,6.3,3.25159,0.92332,3.00226,3.13091,0.92332,2.89083,2.90286,0.92332,2.68027,3.03065,0.92332,2.79826,2.96618,0.92332,2.73873,3.04725,0.92332,2.81359,2.98862,0.92332,2.75945,3.54528,0.92332,3.27343,3.1404,0.92332,2.8996,3.07796,0.92332,2.84194,3.25464,0.92332,3.00507,2.8009,0.92332,2.58613,3.22727,0.92332,2.9798,2.91721,0.92332,2.69352,2.94732,0.92332,2.72132,0.0,0.0,0.0
438,Biancone,NFO,DEF,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Boly,NFO,DEF,4.5,2.56353,0.50024,1.28239,2.7289,0.84335,2.30143,2.25861,0.861,1.94468,2.20776,0.861,1.9009,2.21368,0.861,1.90599,2.33884,0.861,2.01375,2.94274,0.861,2.53372,2.82143,0.861,2.42926,2.14093,0.861,1.84335,2.74994,0.861,2.36771,2.35555,0.861,2.02814,1.94153,0.861,1.67166,2.46073,0.861,2.1187,2.29146,0.861,1.97296,2.86232,0.861,2.46447,0.0,0.0,0.0
440,Bowler,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Cook,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Danilo,NFO,MID,5.3,2.64312,0.91962,2.43068,2.57441,0.91962,2.36749,2.39913,0.91962,2.2063,2.48417,0.91962,2.2845,2.44642,0.91962,2.24979,2.54183,0.91962,2.33753,2.5463,0.91962,2.34164,2.66927,0.91962,2.45473,2.45932,0.91962,2.26165,2.58289,0.91962,2.37529,2.47355,0.91962,2.27474,2.38811,0.91962,2.19617,2.57976,0.91962,2.37241,2.5289,0.91962,2.32564,2.49618,0.91962,2.29555,0.0,0.0,0.0
443,Dennis,NFO,FWD,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Dräger,NFO,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Felipe,NFO,DEF,4.4,2.28556,0.58623,1.33986,2.39491,0.58623,1.40396,1.98569,0.58623,1.16406,1.94144,0.58623,1.13812,1.94659,0.58623,1.14114,2.0555,0.58623,1.20499,2.58098,0.58623,1.51304,2.47542,0.58623,1.45116,1.88328,0.58623,1.10403,2.41322,0.58623,1.41469,2.07004,0.58623,1.21351,1.70977,0.58623,1.00231,2.16156,0.58623,1.26716,2.01427,0.58623,1.18082,2.51101,0.58623,1.47202,0.0,0.0,0.0
446,Freuler,NFO,MID,4.9,2.56436,0.0,0.23457,2.55972,0.0,0.23414,2.41961,0.0,0.22133,2.49096,0.0,0.22785,2.48575,0.0,0.22738,2.45762,0.0,0.2248,2.49917,0.0,0.2286,2.62501,0.0,0.24012,2.46954,0.0,0.22589,2.55394,0.0,0.23361,2.48439,0.0,0.22725,2.36355,0.0,0.2162,2.54229,0.0,0.23255,2.49001,0.0,0.22777,2.48608,0.0,0.22741,0.0,0.0,0.0
447,Gibbs-White,NFO,MID,5.7,4.44448,0.82812,3.68054,4.36182,0.82812,3.61209,4.03576,0.82812,3.34207,4.22542,0.82812,3.49914,4.14384,0.82812,3.43158,4.35006,0.82812,3.60235,4.35971,0.82812,3.61034,4.62548,0.82812,3.83043,4.17173,0.82812,3.45467,4.43879,0.82812,3.67583,4.20249,0.82812,3.48014,4.01783,0.82812,3.32723,4.43202,0.82812,3.67022,4.32211,0.82812,3.57921,4.25139,0.82812,3.52064,0.0,0.0,0.0
448,Hennessey,NFO,GK,4.0,2.84194,0.002,0.00568,3.20517,0.002,0.00641,2.84808,0.002,0.0057,2.84865,0.002,0.0057,3.02749,0.002,0.00605,2.99503,0.002,0.00599,3.12866,0.002,0.00626,3.28758,0.002,0.00658,2.96258,0.002,0.00593,2.91458,0.002,0.00583,3.17086,0.002,0.00634,2.97114,0.002,0.00594,2.97672,0.002,0.00595,3.0415,0.002,0.00608,3.00492,0.002,0.00601,0.0,0.0,0.0
449,Horvath,NFO,GK,4.3,3.13647,0.002,0.00627,3.56846,0.002,0.00714,3.14377,0.002,0.00629,3.14445,0.002,0.00629,3.35714,0.002,0.00671,3.31854,0.002,0.00664,3.47746,0.002,0.00695,3.66648,0.002,0.00733,3.27995,0.002,0.00656,3.22287,0.002,0.00645,3.52766,0.002,0.00706,3.29012,0.002,0.00658,3.29676,0.002,0.00659,3.37381,0.002,0.00675,3.33031,0.002,0.00666,0.0,0.0,0.0
