ID,Name,Team,Pos,Price,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
433,Wilson,NEW,FWD,7.8,3.74021,0.83802,3.13437,3.64773,0.83802,3.05687,3.33464,0.83802,2.79449,3.98292,0.83802,3.33776,3.96235,0.83802,3.32052,3.62794,0.83802,3.04028,4.11076,0.83802,3.44489,4.07462,0.83802,3.4146,4.00822,0.83802,3.35896,4.00447,0.83802,3.35582,3.67812,0.83802,3.08233,4.14982,0.83802,3.47762,3.81895,0.83802,3.20035,4.05893,0.83802,3.40146,3.71433,0.83802,3.11267,0.0,0.0,0.0
434,B.Aguilera,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Arter,NFO,MID,4.3,1.2596,2e-05,2e-05,1.23184,2e-05,2e-05,1.16996,2e-05,2e-05,1.21577,2e-05,2e-05,1.18358,2e-05,2e-05,1.22061,2e-05,2e-05,1.22235,2e-05,2e-05,1.27007,2e-05,2e-05,1.18859,2e-05,2e-05,1.23591,2e-05,2e-05,1.19412,2e-05,2e-05,1.16096,2e-05,2e-05,1.23533,2e-05,2e-05,1.2156,2e-05,2e-05,1.2029,2e-05,2e-05,0.0,0.0,0.0
436,Aurier,NFO,DEF,4.5,2.57271,0.0,0.0832,2.68947,0.0,1.65258,2.2525,0.0,1.45692,2.20526,0.0,1.42636,2.21076,0.0,1.42992,2.32705,0.0,1.50514,2.88817,0.0,1.86807,2.77545,0.0,1.79516,2.14315,0.0,1.38619,2.70902,0.0,1.7522,2.34258,0.0,1.51518,1.95788,0.0,1.26636,2.4403,0.0,1.57839,2.28302,0.0,1.47666,2.81344,0.0,1.81974,0.0,0.0,0.0
437,Awoniyi,NFO,FWD,6.3,3.25425,0.92882,3.02261,3.1304,0.92882,2.90758,2.92563,0.92882,2.71738,3.0167,0.92882,2.80197,3.00945,0.92882,2.79524,3.0906,0.92882,2.87062,3.03192,0.92882,2.81611,3.5891,0.92882,3.33363,3.18384,0.92882,2.95722,3.13747,0.92882,2.91415,3.29819,0.92882,3.06342,2.84402,0.92882,2.64158,3.27079,0.92882,3.03798,2.96044,0.92882,2.74972,2.99058,0.92882,2.77771,0.0,0.0,0.0
438,Biancone,NFO,DEF,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Boly,NFO,DEF,4.5,0.0,0.0,0.0,2.64603,0.8144,2.15494,2.21862,0.85727,1.90195,2.1954,0.85727,1.88204,2.17417,0.85727,1.86384,2.29799,0.85727,1.96999,2.89547,0.85727,2.48219,2.77545,0.85727,2.3793,2.10218,0.85727,1.80213,2.67478,0.85727,2.29299,2.31453,0.85727,1.98417,1.9049,0.85727,1.63301,2.41859,0.85727,2.07337,2.25112,0.85727,1.92981,2.81591,0.85727,2.41399,0.0,0.0,0.0
440,Bowler,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Cook,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Danilo,NFO,MID,5.3,2.44674,0.92434,2.26161,2.40536,0.92434,2.22336,2.27365,0.92434,2.10162,2.42991,0.92434,2.24605,2.38112,0.92434,2.20096,2.47269,0.92434,2.2856,2.47698,0.92434,2.28956,2.59499,0.92434,2.39864,2.3935,0.92434,2.2124,2.5105,0.92434,2.32054,2.40716,0.92434,2.22503,2.32517,0.92434,2.14924,2.50908,0.92434,2.31923,2.46028,0.92434,2.27413,2.42888,0.92434,2.2451,0.0,0.0,0.0
443,Dennis,NFO,FWD,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Dräger,NFO,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Felipe,NFO,DEF,4.4,2.26691,0.25977,0.58887,2.3426,0.25977,0.60853,1.96842,0.25977,0.51133,1.94809,0.25977,0.50605,1.92951,0.25977,0.50122,2.03791,0.25977,0.52938,2.56097,0.25977,0.66526,2.45589,0.25977,0.63796,1.86649,0.25977,0.48485,2.36776,0.25977,0.61507,2.05238,0.25977,0.53314,1.69378,0.25977,0.43999,2.14348,0.25977,0.55681,1.99687,0.25977,0.51872,2.49131,0.25977,0.64716,0.0,0.0,0.0
446,Freuler,NFO,MID,4.9,2.56436,0.0,0.23457,2.55972,0.0,0.23414,2.41961,0.0,0.22133,2.49096,0.0,0.22785,2.48575,0.0,0.22738,2.45762,0.0,0.2248,2.49917,0.0,0.2286,2.62501,0.0,0.24012,2.46954,0.0,0.22589,2.55394,0.0,0.23361,2.48439,0.0,0.22725,2.36355,0.0,0.2162,2.54229,0.0,0.23255,2.49001,0.0,0.22777,2.48608,0.0,0.22741,0.0,0.0,0.0
447,Gibbs-White,NFO,MID,5.7,4.30617,0.85414,3.67808,4.24047,0.85414,3.62195,3.9609,0.85414,3.38316,4.2743,0.85414,3.65085,4.126,0.85414,3.52418,4.32991,0.85414,3.69835,4.33945,0.85414,3.7065,4.60225,0.85414,3.93097,4.15357,0.85414,3.54773,4.4141,0.85414,3.77026,4.18399,0.85414,3.57371,4.00139,0.85414,3.41775,4.41095,0.85414,3.76757,4.30228,0.85414,3.67475,4.23234,0.85414,3.61501,0.0,0.0,0.0
448,Hennessey,NFO,GK,4.0,2.84194,0.002,0.00568,3.19302,0.002,0.00639,2.84808,0.002,0.0057,2.87182,0.002,0.00574,3.02749,0.002,0.00605,2.99503,0.002,0.00599,3.12866,0.002,0.00626,3.28758,0.002,0.00658,2.96258,0.002,0.00593,2.91726,0.002,0.00583,3.17086,0.002,0.00634,2.97114,0.002,0.00594,2.97672,0.002,0.00595,3.0415,0.002,0.00608,3.00492,0.002,0.00601,0.0,0.0,0.0
449,Horvath,NFO,GK,4.3,3.13647,0.0,0.00627,3.56846,0.0,0.00714,3.14377,0.0,0.00629,3.14445,0.0,0.00629,3.35714,0.0,0.00671,3.31854,0.0,0.00664,3.47746,0.0,0.00695,3.66648,0.0,0.00733,3.27995,0.0,0.00656,3.22287,0.0,0.00645,3.52766,0.0,0.00706,3.29012,0.0,0.00658,3.29676,0.0,0.00659,3.37381,0.0,0.00675,3.33031,0.0,0.00666,0.0,0.0,0.0
450,Johnson,TOT,MID,5.8,3.59313,0.93908,3.37423,3.74177,0.93908,3.51381,0.0,0.0,0.0,3.70885,0.93908,3.48289,3.48263,0.93908,3.27046,3.66751,0.93908,3.44407,3.7277,0.93908,3.5006,3.60794,0.93908,3.38813,3.92354,0.93908,3.68451,3.53764,0.93908,3.32212,3.47864,0.93908,3.26671,3.58115,0.93908,3.36297,3.40157,0.93908,3.19434,3.87867,0.93908,3.64237,3.81198,0.93908,3.57974,3.52162,0.93908,3.30708
451,Kouyaté,NFO,MID,4.8,1.50733,0.26295,0.39635,1.47344,0.34923,0.51457,1.39787,0.39032,0.54562,1.45381,0.41086,0.59731,1.41451,0.41086,0.58117,1.45972,0.41086,0.59975,1.46184,0.41086,0.60062,1.52012,0.41086,0.62456,1.42062,0.41086,0.58368,1.47839,0.41086,0.60742,1.42737,0.41086,0.58645,1.38687,0.41086,0.56981,1.4777,0.41086,0.60713,1.4536,0.41086,0.59723,1.43809,0.41086,0.59086,0.0,0.0,0.0
452,Laryea,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Mangala,NFO,MID,5.0,2.79224,0.0,2.43469,2.75355,0.0,2.40096,2.57682,0.0,2.24685,2.66722,0.0,2.32569,2.62855,0.0,2.29196,2.72632,0.0,2.37721,2.73089,0.0,2.3812,2.8569,0.0,2.49107,2.64177,0.0,2.30349,2.76839,0.0,2.4139,2.65635,0.0,2.31621,2.5688,0.0,2.23987,2.76517,0.0,2.41109,2.71307,0.0,2.36566,2.67953,0.0,2.33642,0.0,0.0,0.0
454,Mbe Soh,NFO,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,McKenna,NFO,DEF,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Mighten,NFO,MID,4.4,1.44585,0.0,0.04333,1.4436,0.0,0.04327,1.37568,0.0,0.04123,1.41027,0.0,0.04227,1.40624,0.0,0.04215,1.39411,0.0,0.04178,1.41425,0.0,0.04239,1.47524,0.0,0.04421,1.39989,0.0,0.04196,1.44079,0.0,0.04318,1.40708,0.0,0.04217,1.34851,0.0,0.04042,1.43515,0.0,0.04301,1.40981,0.0,0.04225,1.4079,0.0,0.0422,0.0,0.0,0.0
457,Niakhaté,NFO,DEF,4.5,2.46129,0.86407,2.12674,2.52027,0.86407,2.1777,2.14107,0.86407,1.85004,2.12046,0.86407,1.83224,2.10163,0.86407,1.81596,2.21149,0.86407,1.91089,2.74157,0.86407,2.36892,2.63509,0.86407,2.27691,2.03776,0.86407,1.76078,2.54577,0.86407,2.19973,2.22616,0.86407,1.92356,1.86274,0.86407,1.60954,2.31848,0.86407,2.00334,2.1699,0.86407,1.87495,2.67098,0.86407,2.30793,0.0,0.0,0.0
458,O'Brien,NFO,MID,4.9,2.08001,0.0,0.01142,2.05956,0.0,0.0113,1.94819,0.0,0.01069,2.00788,0.0,0.01102,2.0112,0.0,0.01104,1.96779,0.0,0.0108,2.01475,0.0,0.01106,2.13658,0.0,0.01173,1.98996,0.0,0.01092,2.04874,0.0,0.01124,2.00238,0.0,0.01099,1.89983,0.0,0.01043,2.01889,0.0,0.01108,2.00708,0.0,0.01101,1.98649,0.0,0.0109,0.0,0.0,0.0
459,Ojeda,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Panzo,NFO,DEF,4.0,1.81288,0.0,0.06409,1.98863,0.0,0.0703,1.50144,0.0,0.05308,1.45264,0.0,0.05135,1.48157,0.0,0.05237,1.46376,0.0,0.05174,1.86502,0.0,0.06593,1.92185,0.0,0.06794,1.45787,0.0,0.05154,1.98917,0.0,0.07032,1.66042,0.0,0.0587,1.25609,0.0,0.0444,1.54944,0.0,0.05477,1.55396,0.0,0.05493,2.11698,0.0,0.07484,0.0,0.0,0.0
461,O.Richards,NFO,DEF,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,G.Scarpa,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,J.Shelvey,NFO,MID,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Surridge,NFO,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Toffolo,NFO,DEF,4.4,2.67226,0.55918,1.49427,2.807,0.55918,1.56961,2.38774,0.55918,1.33517,2.37355,0.55918,1.32724,2.35227,0.55918,1.31534,2.47637,0.55918,1.38473,3.07514,0.55918,1.71955,2.95486,0.55918,1.65229,2.28013,0.55918,1.275,2.85396,0.55918,1.59588,2.49294,0.55918,1.394,2.08243,0.55918,1.16445,2.59722,0.55918,1.45231,2.42939,0.55918,1.35846,2.99541,0.55918,1.67497,0.0,0.0,0.0
466,Ui-jo,NFO,FWD,4.4,1.57614,0.0,0.13118,1.56405,0.0,0.13018,1.52515,0.0,0.12694,1.57607,0.0,0.13118,1.45588,0.0,0.12117,1.4006,0.0,0.11657,1.50159,0.0,0.12498,1.74656,0.0,0.14537,1.42484,0.0,0.11859,1.56772,0.0,0.13048,1.5649,0.0,0.13025,1.40768,0.0,0.11716,1.58053,0.0,0.13155,1.45459,0.0,0.12107,1.53101,0.0,0.12743,0.0,0.0,0.0
467,Williams,NFO,DEF,4.3,2.05952,0.88089,1.81422,2.2106,0.88089,1.9473,1.90394,0.88089,1.67716,1.90493,0.88089,1.67803,1.89854,0.88089,1.67241,2.00136,0.88089,1.76298,2.49748,0.88089,2.20001,2.39781,0.88089,2.11222,1.83877,0.88089,1.61976,2.31422,0.88089,2.03858,2.01509,0.88089,1.77508,1.67496,0.88089,1.47546,2.10149,0.88089,1.85119,1.96243,0.88089,1.72869,2.43141,0.88089,2.14181,0.0,0.0,0.0
468,Wood,NFO,FWD,4.9,3.21965,0.63208,2.03508,3.11151,0.82789,2.576,2.90812,0.89117,2.59164,2.9952,0.91881,2.75202,2.97824,0.91881,2.73643,3.05699,0.91881,2.8088,3.00004,0.91881,2.75647,3.54076,0.91881,3.25329,3.14748,0.91881,2.89193,3.10248,0.91881,2.85059,3.25844,0.91881,2.99389,2.81769,0.91881,2.58892,3.23186,0.91881,2.96946,2.93067,0.91881,2.69273,2.95992,0.91881,2.7196,0.0,0.0,0.0
469,Worrall,NFO,DEF,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Yates,NFO,MID,4.8,2.47099,0.92625,2.28875,2.44958,0.92625,2.26892,2.33403,0.92625,2.16189,2.47216,0.92625,2.28983,2.38281,0.92625,2.20707,2.47758,0.92625,2.29485,2.48201,0.92625,2.29896,2.60415,0.92625,2.41209,2.39562,0.92625,2.21894,2.51671,0.92625,2.33109,2.40976,0.92625,2.23203,2.32489,0.92625,2.15343,2.51524,0.92625,2.32974,2.46473,0.92625,2.28295,2.43223,0.92625,2.25285,0.0,0.0,0.0
471,Ahmedhodžić,SHU,DEF,4.3,2.5854,0.88084,2.27734,2.59391,0.88084,2.28483,2.97824,0.88084,2.62336,2.65164,0.88084,2.33569,2.86557,0.88084,2.52412,2.58676,0.88084,2.27853,3.10694,0.88084,2.73673,1.92562,0.88084,1.69617,2.53989,0.88084,2.23725,2.67175,0.88084,2.3534,3.2673,0.88084,2.87798,2.19406,0.88084,1.93262,3.1572,0.88084,2.78101,2.60847,0.88084,2.29766,2.68279,0.88084,2.36312,0.0,0.0,0.0
472,Amissah,SHU,GK,3.9,3.0626,0.002,0.00613,3.0384,0.002,0.00608,3.13798,0.002,0.00628,2.85201,0.002,0.0057,3.08611,0.002,0.00617,3.11444,0.002,0.00623,3.36449,0.002,0.00673,3.12959,0.002,0.00626,3.11055,0.002,0.00622,2.94966,0.002,0.0059,3.03599,0.002,0.00607,2.84973,0.002,0.0057,3.26882,0.002,0.00654,3.24404,0.002,0.00649,2.94863,0.002,0.0059,0.0,0.0,0.0
473,Baldock,SHU,DEF,3.8,1.86357,0.48585,0.90542,1.87366,0.58302,1.09238,2.14512,0.61541,1.32013,1.91461,0.61541,1.17827,2.0843,0.63484,1.32321,1.87776,0.63484,1.19209,2.26311,0.63484,1.43672,1.38799,0.63484,0.88116,1.84304,0.63484,1.17004,1.94072,0.63484,1.23206,2.3819,0.63484,1.51214,1.58685,0.63484,1.0074,2.30034,0.63484,1.46036,1.89384,0.63484,1.2023,1.9489,0.63484,1.23725,0.0,0.0,0.0
474,Basham,SHU,DEF,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Berge,BUR,MID,4.7,2.4201,0.85414,2.0671,2.59129,0.85414,2.21332,2.60155,0.85414,2.22209,2.92297,0.85414,2.49662,2.66689,0.85414,2.2779,2.79354,0.85414,2.38607,2.60862,0.85414,2.22812,2.80639,0.85414,2.39705,2.67993,0.85414,2.28904,2.73766,0.85414,2.33835,2.80466,0.85414,2.39557,2.70377,0.85414,2.3094,2.87809,0.85414,2.45829,2.66322,0.85414,2.27476,2.87998,0.85414,2.45991,0.0,0.0,0.0
476,Bogle,SHU,DEF,4.5,2.29608,0.93648,2.15024,2.35871,0.93648,2.20888,2.76927,0.93648,2.59337,2.51761,0.93648,2.35769,2.75733,0.93648,2.58218,2.49818,0.93648,2.3395,2.98167,0.93648,2.79228,1.88367,0.93648,1.76402,2.45462,0.93648,2.2987,2.57718,0.93648,2.41348,3.13072,0.93648,2.93186,2.13318,0.93648,1.99768,3.02839,0.93648,2.83603,2.51836,0.93648,2.3584,2.58744,0.93648,2.42309,0.0,0.0,0.0
477,Brewster,SHU,FWD,4.9,1.40292,0.62381,0.87516,1.47139,0.62381,0.91788,1.48493,0.62381,0.92632,1.32439,0.62381,0.82618,1.42124,0.62381,0.88659,1.35831,0.62381,0.84734,1.70027,0.62381,1.06066,1.28911,0.62381,0.80417,1.39214,0.62381,0.86843,1.37081,0.62381,0.85513,1.60374,0.62381,1.00044,1.46722,0.62381,0.91527,1.69555,0.62381,1.05771,1.55768,0.62381,0.97171,1.47093,0.62381,0.91759,0.0,0.0,0.0
478,Coulibaly,SHU,MID,4.4,1.22061,0.0,9e-05,1.21319,0.0,9e-05,1.20404,0.0,9e-05,1.18383,0.0,9e-05,1.21519,0.0,9e-05,1.19905,0.0,9e-05,1.27007,0.0,9e-05,1.14376,0.0,8e-05,1.2156,0.0,9e-05,1.21355,0.0,9e-05,1.25021,0.0,9e-05,1.17412,0.0,9e-05,1.26209,0.0,9e-05,1.19412,0.0,9e-05,1.21231,0.0,9e-05,0.0,0.0,0.0
479,A.Davies,SHU,GK,4.0,3.0626,0.00202,0.00618,3.0384,0.00202,0.00613,3.13798,0.00202,0.00633,2.85201,0.00202,0.00575,3.08611,0.00202,0.00623,3.11444,0.00202,0.00628,3.36449,0.00202,0.00679,3.12959,0.00202,0.00631,3.11055,0.00202,0.00627,2.94966,0.00202,0.00595,3.03599,0.00202,0.00612,2.84973,0.00202,0.00575,3.26882,0.00202,0.00659,3.24404,0.00202,0.00654,2.94863,0.00202,0.00595,0.0,0.0,0.0
480,Egan,SHU,DEF,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Fleck,SHU,MID,4.9,1.68365,0.0,0.15368,1.67112,0.0,0.15254,1.65567,0.0,0.15112,1.62155,0.0,0.14801,1.6745,0.0,0.15284,1.64725,0.0,0.15036,1.76715,0.0,0.1613,1.5539,0.0,0.14184,1.67518,0.0,0.15291,1.67173,0.0,0.15259,1.73363,0.0,0.15824,1.60516,0.0,0.14651,1.75367,0.0,0.16007,1.63892,0.0,0.1496,1.66964,0.0,0.1524,0.0,0.0,0.0
482,Foderingham,SHU,GK,4.5,3.61923,0.35535,1.28609,3.58958,0.17306,0.6212,3.7116,0.11465,0.42554,3.36121,0.09362,0.31467,3.64805,0.09362,0.34152,3.68275,0.0694,0.2556,3.98913,0.0694,0.27687,3.70132,0.0694,0.25689,3.67798,0.0694,0.25527,3.48086,0.0694,0.24159,3.58663,0.0694,0.24893,3.35841,0.0694,0.23309,3.87191,0.0694,0.26873,3.84155,0.0694,0.26662,3.4796,0.0694,0.2415,0.0,0.0,0.0
483,Jebbison,SHU,FWD,4.8,1.70974,0.04888,0.08357,1.74895,0.1894,0.33125,1.74339,0.39102,0.6817,1.55709,0.51932,0.80863,1.66948,0.58042,0.969,1.59646,0.61097,0.97538,1.99329,0.61097,1.21784,1.51615,0.61097,0.92632,1.63571,0.61097,0.99937,1.61095,0.61097,0.98424,1.88127,0.61097,1.1494,1.72283,0.61097,1.0526,1.98781,0.61097,1.21449,1.82782,0.61097,1.11674,1.72714,0.61097,1.05523,0.0,0.0,0.0
484,Lowe,SHU,DEF,4.3,1.91691,0.20081,0.38493,1.90957,0.41457,0.79165,2.19664,0.5506,1.20948,1.95287,0.61538,1.20176,2.13233,0.64777,1.38126,1.91391,0.64777,1.23977,2.32142,0.64777,1.50375,1.39596,0.64777,0.90426,1.87719,0.64777,1.21599,1.98049,0.64777,1.2829,2.44705,0.64777,1.58512,1.60626,0.64777,1.04049,2.3608,0.64777,1.52925,1.93092,0.64777,1.25079,1.98914,0.64777,1.28851,0.0,0.0,0.0
485,McBurnie,SHU,FWD,5.4,2.89774,0.41133,1.19193,2.98487,0.5463,1.63062,2.98936,0.61057,1.82521,2.66273,0.6427,1.71134,2.87021,0.6427,1.84469,2.7354,0.6427,1.75805,3.468,0.6427,2.22889,2.58714,0.6427,1.66276,2.80786,0.6427,1.80462,2.76217,0.6427,1.77525,3.2612,0.6427,2.09598,2.96871,0.6427,1.908,3.45787,0.6427,2.22238,3.16252,0.6427,2.03256,2.97666,0.6427,1.9131,0.0,0.0,0.0
486,Ndiaye,SHU,FWD,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Norrington-Davies,SHU,DEF,3.9,0.92012,0.82039,0.75485,1.02308,0.82039,0.83932,1.30887,0.82039,1.07378,1.19187,0.82039,0.9778,1.34715,0.82039,1.10519,1.19285,0.82039,0.9786,1.48074,0.82039,1.21478,0.82695,0.82039,0.67842,1.16691,0.82039,0.95732,1.23989,0.82039,1.01719,1.56948,0.82039,1.28758,0.97552,0.82039,0.8003,1.50855,0.82039,1.2376,1.20487,0.82039,0.98846,1.246,0.82039,1.0222,0.0,0.0,0.0
488,Norwood,SHU,MID,4.8,2.52457,0.59933,1.51304,2.55577,0.59933,1.53174,2.56943,0.59933,1.53993,2.51359,0.59933,1.50647,2.59014,0.59933,1.55234,2.56377,0.59933,1.53654,2.75186,0.59933,1.64927,2.4029,0.59933,1.44012,2.60136,0.59933,1.55907,2.5957,0.59933,1.55568,2.69699,0.59933,1.61638,2.48677,0.59933,1.49039,2.72465,0.59933,1.63296,2.54201,0.59933,1.5235,2.59229,0.59933,1.55363,0.0,0.0,0.0
489,Osborn,SHU,MID,4.8,1.53956,0.39313,0.60525,1.57318,0.39313,0.61847,1.58204,0.39313,0.62195,1.57432,0.39313,0.61892,1.6384,0.39313,0.64411,1.62411,0.39313,0.63849,1.7261,0.39313,0.67859,1.53686,0.39313,0.60419,1.64449,0.39313,0.6465,1.64142,0.39313,0.64529,1.69635,0.39313,0.66689,1.58235,0.39313,0.62207,1.71135,0.39313,0.67279,1.61231,0.39313,0.63385,1.63957,0.39313,0.64457,0.0,0.0,0.0
