ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
352,"Ederson M.",MCI,GK,5.5,3.79767,0.62823,2.38581,3.64698,0.82947,3.02506,4.03887,0.89797,3.62677,7.49521,0.92965,6.96795,3.86798,0.9493,3.67186,3.96692,0.9493,3.76579,3.82746,0.9493,3.63339,3.88258,0.9493,3.68572,3.52281,0.9493,3.34419,3.75959,0.9493,3.56896,3.83869,0.9493,3.64406,3.75457,0.9493,3.5642,3.8101,0.9493,3.61691,3.87132,0.9493,3.67504,3.68883,0.9493,3.50179,3.69791,0.9493,3.51042,4.10834,0.9493,3.90003,0,0,0
353,Foden,MCI,MID,8,5.13368,0.94123,4.83195,4.84801,0.94123,4.56307,4.98004,0.94123,4.68734,9.46766,0.94123,8.9112,4.70544,0.94123,4.42888,4.89074,0.94123,4.60329,4.25485,0.94123,4.00477,4.5314,0.94123,4.26507,4.53259,0.94123,4.26619,4.58585,0.94123,4.31631,4.49336,0.94123,4.22926,4.67084,0.94123,4.39631,4.55802,0.94123,4.29013,4.7892,0.94123,4.50771,4.84431,0.94123,4.55959,4.63568,0.94123,4.36322,4.82971,0.94123,4.54585,0,0,0
354,Grealish,MCI,MID,7.2,3.83223,0.86757,3.32471,3.72823,0.86757,3.23448,3.98796,0.86757,3.45982,7.78805,0.86757,6.75664,3.86938,0.86757,3.35694,4.02639,0.86757,3.49315,3.48759,0.86757,3.02571,3.72192,0.86757,3.229,3.72292,0.86757,3.22988,3.76805,0.86757,3.26903,3.68968,0.86757,3.20104,3.84007,0.86757,3.33151,3.74447,0.86757,3.24858,3.94035,0.86757,3.41851,3.98705,0.86757,3.45902,3.81027,0.86757,3.30566,3.97468,0.86757,3.44829,0,0,0
355,Haaland,MCI,FWD,13.9,6.89638,0.24261,1.67311,5.88965,0.50087,2.94993,6.54324,0.66521,4.35265,11.89958,0.81122,9.45148,6.18785,0.81122,5.01972,6.3107,0.81122,5.11938,5.5291,0.81122,4.48533,6.17616,0.81122,5.01024,5.71707,0.81122,4.63782,6.22249,0.81122,5.04782,5.78623,0.81122,4.69392,7.62764,0.81122,6.18772,6.40109,0.81122,5.19271,6.23829,0.81122,5.06064,6.3745,0.81122,5.17113,6.3575,0.81122,5.15734,6.58309,0.81122,5.34035,0,0,0
356,Kovačić,MCI,MID,4.7,2.63312,0.8559,2.2537,2.57555,0.8559,2.20442,2.71286,0.8559,2.32194,5.297,0.8559,4.53372,2.63784,0.8559,2.25773,2.72028,0.8559,2.3283,2.43736,0.8559,2.08615,2.5604,0.8559,2.19146,2.56093,0.8559,2.19191,2.58463,0.8559,2.21219,2.54348,0.8559,2.17697,2.62244,0.8559,2.24456,2.57225,0.8559,2.2016,2.6751,0.8559,2.28963,2.69962,0.8559,2.31062,2.6068,0.8559,2.23117,2.69313,0.8559,2.30506,0,0,0
357,Laporte,MCI,DEF,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,R.Lewis,MCI,DEF,4.3,2.8235,0.44096,1.24506,2.26316,0.44096,0.99797,2.81011,0.44096,1.23916,4.80205,0.44096,2.11753,2.54822,0.44096,1.12367,2.55859,0.44096,1.12825,1.67018,0.44096,0.73649,2.15745,0.44096,0.95135,2.31723,0.44096,1.02181,2.44954,0.44096,1.08016,2.66038,0.44096,1.17313,2.96681,0.44096,1.30825,2.10278,0.44096,0.92725,2.71966,0.44096,1.19927,2.67986,0.44096,1.18172,2.49444,0.44096,1.09996,2.65914,0.44096,1.17258,0,0,0
359,Mahrez,MCI,MID,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,McAtee,SHU,MID,4.4,2.43606,0.92307,2.24866,2.49085,0.92307,2.29924,2.56323,0.92307,2.36605,2.52676,0.92307,2.33238,2.47641,0.92307,2.28591,2.45648,0.92307,2.26752,2.52294,0.92307,2.32886,2.48258,0.92307,2.29161,2.67752,0.92307,2.47155,2.34971,0.92307,2.16896,2.51823,0.92307,2.32451,2.51883,0.92307,2.32506,2.60549,0.92307,2.40506,2.39692,0.92307,2.21254,2.64017,0.92307,2.43707,2.47654,0.92307,2.28603,2.50648,0.92307,2.31366,0,0,0
361,"Ortega Moreno",MCI,GK,3.8,3.12562,0.31177,0.97447,3.01598,0.11053,0.33335,3.30112,0.06231,0.20569,6.1784,0.06231,0.38497,3.17678,0.06231,0.19795,3.24877,0.06231,0.20243,3.1473,0.06231,0.19611,3.1874,0.06231,0.19861,2.92564,0.06231,0.1823,3.09791,0.06231,0.19303,3.15547,0.06231,0.19662,3.09426,0.06231,0.19281,3.13466,0.06231,0.19532,3.17921,0.06231,0.1981,3.04643,0.06231,0.18982,3.05304,0.06231,0.19024,3.35166,0.06231,0.20884,0,0,0
362,Palmer,CHE,MID,5.8,4.92746,0.93301,4.59735,5.51508,0.93301,5.1456,4.95016,0.93301,4.61852,4.33551,0.93301,4.04506,4.92679,0.93301,4.59672,4.96508,0.93301,4.63244,5.35269,0.93301,4.99409,4.46795,0.93301,4.16862,5.23378,0.93301,4.88314,5.19869,0.93301,4.8504,5.10888,0.93301,4.76661,5.21844,0.93301,4.86884,4.77037,0.93301,4.45078,4.56665,0.93301,4.26071,5.12594,0.93301,4.78253,5.07765,0.93301,4.73748,5.45417,0.93301,5.08876,0,0,0
363,Perrone,MCI,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Phillips,MCI,MID,4.7,1.63548,0.0527,0.08619,1.58612,0.0527,0.08359,1.63267,0.0527,0.08604,3.18966,0.0527,0.1681,1.58846,0.0527,0.08372,1.62904,0.0527,0.08585,1.48979,0.0527,0.07852,1.55035,0.0527,0.08171,1.55061,0.0527,0.08172,1.56227,0.0527,0.08234,1.54202,0.0527,0.08127,1.58089,0.0527,0.08332,1.55618,0.0527,0.08201,1.6068,0.0527,0.08468,1.61887,0.0527,0.08532,1.57318,0.0527,0.08291,1.61567,0.0527,0.08515,0,0,0
365,Rodrigo,MCI,MID,5.6,4.21886,0.93412,3.94094,4.06006,0.93412,3.7926,4.26797,0.93412,3.98681,8.29275,0.93412,7.74645,4.13008,0.93412,3.85801,4.28756,0.93412,4.00511,3.74715,0.93412,3.5003,3.98217,0.93412,3.71984,3.98318,0.93412,3.72078,4.02845,0.93412,3.76306,3.94984,0.93412,3.68964,4.10068,0.93412,3.83054,4.0048,0.93412,3.74098,4.20126,0.93412,3.9245,4.2481,0.93412,3.96825,4.07079,0.93412,3.80262,4.23569,0.93412,3.95666,0,0,0
366,"Sergio Gómez",MCI,DEF,3.9,1.84335,0.01752,0.0323,1.45724,0.01752,0.02553,1.78617,0.01752,0.0313,2.98137,0.01752,0.05224,1.58682,0.01752,0.0278,1.5936,0.01752,0.02792,1.01334,0.01752,0.01776,1.33159,0.01752,0.02333,1.43595,0.01752,0.02516,1.52237,0.01752,0.02667,1.66008,0.01752,0.02909,1.86022,0.01752,0.03259,1.29588,0.01752,0.02271,1.69879,0.01752,0.02977,1.6728,0.01752,0.02931,1.55169,0.01752,0.02719,1.65927,0.01752,0.02907,0,0,0
367,Steffen,MCI,GK,3.9,3.06752,0.002,0.00614,2.95945,0.002,0.00592,3.2405,0.002,0.00648,6.06323,0.002,0.01213,3.11795,0.002,0.00624,3.1889,0.002,0.00638,3.08888,0.002,0.00618,3.12841,0.002,0.00626,2.8704,0.002,0.00574,3.04021,0.002,0.00608,3.09694,0.002,0.0062,3.03661,0.002,0.00608,3.07643,0.002,0.00616,3.12034,0.002,0.00624,2.98946,0.002,0.00598,2.99598,0.002,0.00599,3.29032,0.002,0.00658,0,0,0
368,Stones,MCI,DEF,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Walker,MCI,DEF,5.4,4.6384,0.94113,4.36534,3.74177,0.94113,3.52149,4.47552,0.94113,4.21205,7.48581,0.94113,7.04512,3.94742,0.94113,3.71504,3.96295,0.94113,3.72965,2.63324,0.94113,2.47822,3.36254,0.94113,3.16459,3.6017,0.94113,3.38967,3.79972,0.94113,3.57603,4.1153,0.94113,3.87303,4.57393,0.94113,4.30466,3.28072,0.94113,3.08758,4.20402,0.94113,3.95652,4.14444,0.94113,3.90046,3.86692,0.94113,3.63928,4.11344,0.94113,3.87128,0,0,0
370,"Alex Telles",MUN,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Amad,MUN,MID,4.4,1.08203,0.2523,0.273,1.12935,0.2523,0.28494,1.06748,0.2523,0.26933,1.1435,0.2523,0.28851,1.19147,0.2523,0.30061,1.03762,0.2523,0.26179,1.16087,0.2523,0.29289,1.15394,0.2523,0.29114,1.12839,0.2523,0.2847,1.08392,0.2523,0.27348,1.11317,0.2523,0.28086,1.13003,0.2523,0.28511,1.17808,0.2523,0.29723,1.16284,0.2523,0.29339,1.09762,0.2523,0.27693,1.10361,0.2523,0.27844,1.10343,0.2523,0.2784,0,0,0
372,Antony,MUN,MID,6.8,2.60557,0.92089,2.39945,2.88195,0.92089,2.65398,2.74809,0.92089,2.5307,3.06843,0.92089,2.8257,3.28483,0.92089,3.02498,2.73203,0.92089,2.51592,3.1749,0.92089,2.92374,3.14999,0.92089,2.90081,3.05819,0.92089,2.81627,2.89841,0.92089,2.66913,3.00351,0.92089,2.76592,3.06406,0.92089,2.82168,3.23673,0.92089,2.98069,3.18196,0.92089,2.93025,2.94762,0.92089,2.71445,2.96916,0.92089,2.73428,2.96851,0.92089,2.73368,0,0,0
373,B.Fernandes,MUN,MID,8.2,5.00108,0.88851,4.44351,5.51155,0.88851,4.89707,5.06402,0.88851,4.49944,5.71706,0.88851,5.07967,6.16352,0.88851,5.47635,4.88147,0.88851,4.33724,5.90856,0.88851,5.24982,5.8508,0.88851,5.19849,5.6379,0.88851,5.00933,5.26734,0.88851,4.68009,5.51109,0.88851,4.89666,5.65151,0.88851,5.02143,6.05198,0.88851,5.37725,5.92494,0.88851,5.26437,5.38146,0.88851,4.78149,5.43142,0.88851,4.82587,5.4299,0.88851,4.82452,0,0,0
374,B.Williams,MUN,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Bailly,MUN,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Casemiro,MUN,MID,5.3,2.87619,0.17185,0.49426,3.02109,0.17185,0.51916,2.74392,0.17185,0.47153,2.99976,0.17185,0.5155,3.1852,0.17185,0.54736,2.59046,0.17185,0.44516,3.06693,0.17185,0.52704,3.04013,0.17185,0.52243,2.94137,0.17185,0.50546,2.76947,0.17185,0.47592,2.88254,0.17185,0.49535,2.94768,0.17185,0.50655,3.13346,0.17185,0.53847,3.07453,0.17185,0.52835,2.82241,0.17185,0.48502,2.84558,0.17185,0.489,2.84488,0.17185,0.48888,0,0,0
377,Dalot,MUN,DEF,5.1,3.29266,0.93599,3.08189,3.33255,0.93599,3.11923,2.70866,0.93599,2.53528,2.94901,0.93599,2.76024,3.51291,0.93599,3.28805,2.23513,0.93599,2.09206,3.58998,0.93599,3.36018,3.85247,0.93599,3.60587,2.97219,0.93599,2.78194,2.49222,0.93599,2.33269,2.72229,0.93599,2.54803,3.21557,0.93599,3.00974,3.25966,0.93599,3.05101,3.69736,0.93599,3.46069,3.35316,0.93599,3.13852,2.93222,0.93599,2.74452,2.73621,0.93599,2.56106,0,0,0
378,Elanga,NFO,MID,5.1,3.38028,0.30751,1.03946,3.4006,0.63486,2.15889,3.50889,0.83089,2.9155,3.40849,0.89432,3.04829,3.12934,0.92218,2.88582,3.26895,0.92218,3.01456,3.23102,0.92218,2.97958,3.387,0.92218,3.12342,3.35561,0.92218,3.09447,3.57377,0.92218,3.29566,3.24686,0.92218,2.99419,3.41717,0.92218,3.15125,3.26277,0.92218,3.00886,3.12475,0.92218,2.88158,3.39997,0.92218,3.13538,3.32727,0.92218,3.06834,3.2851,0.92218,3.02945,0,0,0
379,Eriksen,MUN,MID,5.8,2.94681,0.91818,2.7057,3.14946,0.91818,2.89176,2.89749,0.91818,2.66041,3.16086,0.91818,2.90223,3.3726,0.91818,3.09664,2.78572,0.91818,2.55778,3.25589,0.91818,2.98948,3.22945,0.91818,2.9652,3.13199,0.91818,2.87572,2.96236,0.91818,2.71997,3.07394,0.91818,2.82242,3.13822,0.91818,2.88144,3.32154,0.91818,3.04976,3.26339,0.91818,2.99637,3.0146,0.91818,2.76794,3.03747,0.91818,2.78893,3.03677,0.91818,2.7883,0,0,0
380,Fernandez,MUN,DEF,4,1.85004,0,0.2209,1.97349,0,0.23564,1.50089,0,0.17921,1.50445,0,0.17964,1.9227,0,0.22958,1.08905,0,0.13004,2.09598,0,0.25027,1.99443,0,0.23814,1.66722,0,0.19907,1.39588,0,0.16667,1.45309,0,0.1735,1.8635,0,0.22251,1.81689,0,0.21694,2.12453,0,0.25368,1.85435,0,0.22141,1.73047,0,0.20662,1.47789,0,0.17647,0,0,0
381,Fred,MUN,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Garnacho,MUN,MID,4.8,3.11679,0.93557,2.91596,3.23869,0.93557,3.03001,2.95565,0.93557,2.7652,3.23458,0.93557,3.02617,3.4356,0.93557,3.21423,2.83485,0.93557,2.65219,3.31613,0.93557,3.10246,3.28906,0.93557,3.07713,3.1893,0.93557,2.9838,3.01566,0.93557,2.82135,3.12988,0.93557,2.92821,3.19568,0.93557,2.98977,3.38333,0.93557,3.16533,3.3238,0.93557,3.10964,3.06914,0.93557,2.87138,3.09254,0.93557,2.89328,3.09184,0.93557,2.89262,0,0,0
383,Hannibal,MUN,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Heaton,MUN,GK,4,3.09252,0.002,0.00619,3.22616,0.002,0.00645,2.8571,0.002,0.00572,3.03546,0.002,0.00607,3.29067,0.002,0.00658,2.61755,0.002,0.00524,3.17731,0.002,0.00636,3.08392,0.002,0.00617,2.9017,0.002,0.0058,2.80845,0.002,0.00562,2.86419,0.002,0.00573,3.05713,0.002,0.00612,2.86893,0.002,0.00574,3.00768,0.002,0.00602,3.03653,0.002,0.00607,2.81438,0.002,0.00563,3.06739,0.002,0.00614,0,0,0
385,Henderson,CRY,GK,4.4,3.1705,0.3,0.95115,3.15322,0.3,0.94597,3.14974,0.3,0.94492,3.33274,0.3,0.99982,3.09079,0.3,0.92724,3.09993,0.3,0.92998,3.0591,0.3,0.91773,2.94573,0.3,0.88372,3.14494,0.3,0.94348,3.14249,0.3,0.94275,3.07079,0.3,0.92124,3.11269,0.3,0.93381,3.31921,0.3,0.99576,3.01745,0.3,0.90523,3.21523,0.3,0.96457,3.17949,0.3,0.95385,3.06279,0.3,0.91884,0,0,0
386,Lindelof,MUN,DEF,4.5,2.75717,0.60425,1.66602,2.76917,0.7242,2.00544,2.26179,0.7242,1.63799,2.44475,0.75985,1.85764,2.89536,0.75985,2.20004,1.89553,0.77949,1.47755,2.95567,0.77949,2.30392,3.16106,0.77949,2.46402,2.47227,0.77949,1.92711,2.0967,0.77949,1.63436,2.27672,0.77949,1.77468,2.6627,0.77949,2.07555,2.6972,0.77949,2.10244,3.03969,0.77949,2.36941,2.77036,0.77949,2.15947,2.44099,0.77949,1.90273,2.28761,0.77949,1.78317,0,0,0
387,Maguire,MUN,DEF,4.2,2.69721,0.29707,0.80125,2.70904,0.6133,1.66145,2.20871,0.79983,1.76659,2.38913,0.8563,2.04581,2.83348,0.87742,2.48616,1.84755,0.87742,1.62108,2.89295,0.87742,2.53834,3.09549,0.87742,2.71605,2.41627,0.87742,2.12009,2.04592,0.87742,1.79514,2.22344,0.87742,1.9509,2.60406,0.87742,2.28486,2.63807,0.87742,2.31471,2.97581,0.87742,2.61104,2.71022,0.87742,2.37801,2.38542,0.87742,2.09302,2.23418,0.87742,1.96032,0,0,0
388,Mainoo,MUN,MID,4.4,1.75723,0.81907,1.4393,1.86106,0.81907,1.52434,1.78383,0.81907,1.46108,1.92362,0.81907,1.57558,2.00961,0.81907,1.64602,1.75931,0.81907,1.441,1.95983,0.81907,1.60525,1.94856,0.81907,1.59601,1.90699,0.81907,1.56196,1.83465,0.81907,1.50271,1.88223,0.81907,1.54169,1.90965,0.81907,1.56414,1.98783,0.81907,1.62818,1.96303,0.81907,1.60787,1.85693,0.81907,1.52096,1.86668,0.81907,1.52895,1.86638,0.81907,1.5287,0,0,0
389,Malacia,MUN,DEF,4.3,1.7486,0.19434,0.33983,1.75771,0.40122,0.70523,1.37278,0.53288,0.73152,1.51159,0.59557,0.90025,1.85344,0.62691,1.16195,1.09492,0.62691,0.68642,1.8992,0.62691,1.19063,2.05502,0.62691,1.28832,1.53246,0.62691,0.96072,1.24754,0.62691,0.7821,1.38411,0.62691,0.86772,1.67694,0.62691,1.05129,1.70311,0.62691,1.0677,1.96294,0.62691,1.23059,1.75861,0.62691,1.1025,1.50873,0.62691,0.94584,1.39238,0.62691,0.8729,0,0,0
390,Martial,MUN,FWD,6.4,2.39272,0.25165,0.60214,2.46339,0.51954,1.27984,2.31144,0.69002,1.59494,2.38533,0.79884,1.90549,2.73849,0.83146,2.27695,2.17571,0.83146,1.80903,2.45119,0.83146,2.03807,2.50218,0.83146,2.08047,2.25115,0.83146,1.87175,2.2509,0.83146,1.87154,2.36517,0.83146,1.96655,2.34242,0.83146,1.94763,2.54142,0.83146,2.1131,2.55928,0.83146,2.12794,2.2195,0.83146,1.84543,2.19833,0.83146,1.82783,2.33884,0.83146,1.94466,0,0,0
391,Martinez,MUN,DEF,4.7,1.85469,0.88016,1.63242,1.89044,0.88016,1.66389,1.52445,0.88016,1.34176,1.69245,0.88016,1.48962,2.06746,0.88016,1.8197,1.29409,0.88016,1.13901,2.11411,0.88016,1.86076,2.27298,0.88016,2.00059,1.7402,0.88016,1.53165,1.4497,0.88016,1.27597,1.58894,0.88016,1.39853,1.8875,0.88016,1.6613,1.91418,0.88016,1.68479,2.1791,0.88016,1.91796,1.97077,0.88016,1.7346,1.716,0.88016,1.51036,1.59737,0.88016,1.40594,0,0,0
392,McTominay,MUN,MID,4.7,2.9348,0.93262,2.73704,3.17226,0.93262,2.9585,2.97696,0.93262,2.77636,3.2666,0.93262,3.04648,3.4525,0.93262,3.21986,2.8662,0.93262,2.67306,3.33591,0.93262,3.11112,3.30949,0.93262,3.08648,3.21213,0.93262,2.99568,3.04266,0.93262,2.83764,3.15414,0.93262,2.9416,3.21835,0.93262,3.00149,3.40149,0.93262,3.17229,3.3434,0.93262,3.11811,3.09485,0.93262,2.88631,3.1177,0.93262,2.90761,3.11701,0.93262,2.90697,0,0,0
393,Mengi,LUT,DEF,4,2.09482,0.86854,1.81943,1.84567,0.86854,1.60303,2.80987,0.86854,2.44048,2.42042,0.86854,2.10223,1.72854,0.86854,1.50131,2.3508,0.86854,2.04177,2.51915,0.86854,2.18798,2.64112,0.86854,2.29392,2.07394,0.86854,1.8013,1.93312,0.86854,1.67899,2.55226,0.86854,2.21674,1.79145,0.86854,1.55594,2.49825,0.86854,2.16983,2.50817,0.86854,2.17845,2.67329,0.86854,2.32186,2.173,0.86854,1.88733,2.62313,0.86854,2.27829,2.4296,0.86854,2.1102
394,Pellistri,MUN,MID,4.3,1.40728,0.31858,0.44834,1.45985,0.31858,0.46509,1.37593,0.31858,0.43835,1.45339,0.31858,0.46303,1.50955,0.31858,0.48092,1.32946,0.31858,0.42354,1.47374,0.31858,0.46951,1.46562,0.31858,0.46692,1.43571,0.31858,0.4574,1.38366,0.31858,0.44081,1.4179,0.31858,0.45172,1.43763,0.31858,0.45801,1.49388,0.31858,0.47593,1.47604,0.31858,0.47024,1.39969,0.31858,0.44592,1.40671,0.31858,0.44816,1.4065,0.31858,0.44809,0,0,0
395,R.Varane,MUN,DEF,4.9,2.64862,0.68013,1.8014,2.69972,0.68013,1.83616,2.22557,0.68013,1.51367,2.43652,0.68013,1.65714,2.90105,0.68013,1.97309,1.88991,0.68013,1.28538,2.96204,0.68013,2.01457,3.16976,0.68013,2.15584,2.47317,0.68013,1.68207,2.09336,0.68013,1.42375,2.27542,0.68013,1.54757,2.66576,0.68013,1.81306,2.70065,0.68013,1.83679,3.04701,0.68013,2.07236,2.77464,0.68013,1.88711,2.44154,0.68013,1.66056,2.28643,0.68013,1.55506,0,0,0
396,Rashford,MUN,MID,8.4,4.17322,0.92895,3.87672,4.53796,0.92895,4.21554,4.17245,0.92895,3.876,4.64758,0.92895,4.31737,4.97587,0.92895,4.62233,4.02423,0.92895,3.73832,4.78662,0.92895,4.44653,4.74374,0.92895,4.4067,4.58571,0.92895,4.2599,4.31066,0.92895,4.00439,4.49159,0.92895,4.17246,4.59582,0.92895,4.26929,4.89307,0.92895,4.54542,4.79878,0.92895,4.45783,4.39537,0.92895,4.08308,4.43245,0.92895,4.11752,4.43132,0.92895,4.11648,0,0,0
397,Sancho,MUN,MID,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Shaw,MUN,DEF,5.2,2.73707,0.52502,1.43701,2.76499,0.52502,1.45167,2.19891,0.52502,1.15447,2.40305,0.52502,1.26164,2.90578,0.52502,1.52559,1.79029,0.52502,0.93993,2.97307,0.52502,1.56091,3.20222,0.52502,1.68122,2.43374,0.52502,1.27776,2.01473,0.52502,1.05777,2.21558,0.52502,1.16322,2.64621,0.52502,1.38931,2.6847,0.52502,1.40951,3.06681,0.52502,1.61013,2.76632,0.52502,1.45237,2.39885,0.52502,1.25944,2.22773,0.52502,1.1696,0,0,0
399,Shoretire,MUN,FWD,4.4,1.35686,2.0E-5,3.0E-5,1.39761,2.0E-5,3.0E-5,1.30999,2.0E-5,3.0E-5,1.3526,2.0E-5,3.0E-5,1.55622,2.0E-5,4.0E-5,1.23174,2.0E-5,3.0E-5,1.39057,2.0E-5,3.0E-5,1.41997,2.0E-5,3.0E-5,1.27523,2.0E-5,3.0E-5,1.27509,2.0E-5,3.0E-5,1.34097,2.0E-5,3.0E-5,1.32786,2.0E-5,3.0E-5,1.4426,2.0E-5,4.0E-5,1.45289,2.0E-5,4.0E-5,1.25698,2.0E-5,3.0E-5,1.24478,2.0E-5,3.0E-5,1.32579,2.0E-5,3.0E-5,0,0,0
400,"Van de Beek",MUN,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Wan-Bissaka,MUN,DEF,4.4,2.7241,0.76426,2.08192,2.80372,0.76426,2.14277,2.31291,0.76426,1.76766,2.53961,0.76426,1.94092,3.0385,0.76426,2.3222,1.96929,0.76426,1.50504,3.10299,0.76426,2.37149,3.32263,0.76426,2.53935,2.58604,0.76426,1.9764,2.18442,0.76426,1.66946,2.37693,0.76426,1.81659,2.78969,0.76426,2.13205,2.82659,0.76426,2.16024,3.19284,0.76426,2.44016,2.90482,0.76426,2.22003,2.55259,0.76426,1.95084,2.38858,0.76426,1.82549,0,0,0
402,Almirón,NEW,MID,6.2,3.42875,0.94122,3.22722,3.77329,0.94122,3.55151,3.95244,0.94122,3.72013,4.24506,0.94122,3.99555,3.63413,0.94122,3.42053,4.06279,0.94122,3.82399,3.72949,0.94122,3.51029,3.79729,0.94122,3.5741,4.05174,0.94122,3.81359,4.11045,0.94122,3.86885,3.90496,0.94122,3.67544,3.92534,0.94122,3.69463,3.87833,0.94122,3.65037,4.07613,0.94122,3.83655,3.89484,0.94122,3.66591,3.95894,0.94122,3.72625,3.94964,0.94122,3.7175,0,0,0
403,Anderson,NEW,MID,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Ashby,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Botman,NEW,DEF,4.5,2.29278,0.92191,2.11373,3.43496,0.92191,3.16671,3.25835,0.92191,3.00389,3.30562,0.92191,3.04747,2.41104,0.92191,2.22275,3.30765,0.92191,3.04935,2.44928,0.92191,2.25801,3.28448,0.92191,3.02798,3.283,0.92191,3.02662,3.51423,0.92191,3.23979,3.087,0.92191,2.84593,2.88882,0.92191,2.66323,2.7402,0.92191,2.52621,3.76887,0.92191,3.47454,3.44507,0.92191,3.17603,2.81628,0.92191,2.59634,2.91491,0.92191,2.68727,0,0,0
406,"Bruno G.",NEW,MID,5.8,3.46981,0.94064,3.26384,3.7643,0.94064,3.54084,3.9281,0.94064,3.69492,4.20591,0.94064,3.95624,3.59455,0.94064,3.38117,4.0217,0.94064,3.78296,3.68958,0.94064,3.47055,3.75714,0.94064,3.53411,4.0107,0.94064,3.77261,4.0692,0.94064,3.82764,3.86443,0.94064,3.63502,3.88474,0.94064,3.65413,3.83789,0.94064,3.61006,4.035,0.94064,3.79547,3.85435,0.94064,3.62554,3.91823,0.94064,3.68563,3.90896,0.94064,3.67691,0,0,0
